customer_id,age,gender,income,city,membership_type,referral_source,signup_date,last_purchase_date,num_purchases,total_spent,avg_rating,discount_used,product_review,is_churned
CUST00059,42.0,Female,25927.0,Mashhad,Silver,,2020-05-25,2024-10-05,6,681.91,5.0,0,بسته بندی بد بود ولی محصول سالم بود,0
CUST00060,,Female,,Karaj,Bronze,Google Ads,2023-12-08,2024-03-30,11,415.25,,0,کیفیت متوسط بود ولی ارسال سریع بود,0
CUST00061,32.0,Female,,Shiraz,Silver,Instagram,2022-06-14,2023-10-30,7,166.8,3.6,0,خیلی راضی بودم از خرید، کیفیت عالی بود,0
CUST00062,36.0,Male,44960.0,Yazd,Bronze,Friend Referral,2021-06-14,2024-01-24,10,738.62,4.6,1,خیلی راضی بودم از خرید، کیفیت عالی بود,0
CUST00063,25.0,Female,29340.0,Zahedan,Silver,Direct,2019-02-05,2020-01-27,10,417.04,2.9,0,,1
CUST00064,24.0,Female,85162.0,Isfahan,Bronze,Direct,2023-05-13,2023-10-28,8,545.73,3.7,0,,0
CUST00065,48.0,Female,,Tabriz,Platinum,Instagram,2020-01-26,2024-04-21,7,230.01,3.0,1,اصلا راضی نبودم، محصول آسیب دیده رسید,1
CUST00066,,Female,15387.0,Tehran,Silver,Google Ads,2023-02-12,2023-10-11,3,51.71,4.5,0,خیلی راضی بودم از خرید، کیفیت عالی بود,0
CUST00067,37.0,Male,27898.0,Tehran,Bronze,Friend Referral,2021-03-31,2021-08-16,13,418.64,3.3,0,قیمت مناسب و کیفیت خوب، پیشنهاد میکنم,0
CUST00068,50.0,Male,96733.0,Mashhad,Gold,Google Ads,2021-04-04,2021-07-09,7,97.88,3.9,0,اصلا راضی نبودم، محصول آسیب دیده رسید,1
CUST00069,42.0,Female,24302.0,Tehran,Bronze,Email Campaign,2020-09-15,2021-02-08,7,488.83,4.1,0,اصلا راضی نبودم، محصول آسیب دیده رسید,0
CUST00070,30.0,Female,42836.0,Yazd,Gold,Friend Referral,2020-05-17,2023-09-04,12,39.87,4.1,1,کیفیت متوسط بود ولی ارسال سریع بود,1
CUST00071,42.0,Female,56745.0,Tehran,Silver,Direct,2019-12-05,2022-11-19,5,464.62,3.8,0,خیلی راضی بودم از خرید، کیفیت عالی بود,1
CUST00072,56.0,Male,51739.0,Shiraz,Gold,Telegram,2019-08-07,2022-07-07,7,105.46,4.3,0,,0
CUST00073,38.0,Female,157893.0,Ahvaz,Bronze,Direct,2020-03-11,2022-07-24,7,596.48,3.2,1,پشتیبانی ضعیف بود اما محصول خوب بود,1
CUST00074,57.0,Female,17930.0,Karaj,Gold,Google Ads,2023-02-04,2024-07-30,6,384.04,5.0,0,عالی بود، حتما دوباره خرید میکنم,0
CUST00075,7.0,Male,19037.0,Mashhad,Gold,Email Campaign,2019-12-29,2021-11-19,9,53.26,3.4,0,قیمت مناسب و کیفیت خوب، پیشنهاد میکنم,1
CUST00076,48.0,Male,18109.0,Yazd,Bronze,Google Ads,2021-07-24,2024-05-14,6,300.97,4.1,1,بسته بندی بد بود ولی محصول سالم بود,0
CUST00077,39.0,Female,30408.0,Tabriz,Bronze,Friend Referral,2021-04-30,2024-12-01,7,92.3,4.5,0,بسته بندی بد بود ولی محصول سالم بود,1
CUST00078,34.0,Female,70237.0,Shiraz,Bronze,Instagram,2023-05-13,2023-09-27,11,553.88,4.6,0,کیفیت متوسط بود ولی ارسال سریع بود,0
CUST00079,39.0,Female,19554.0,Tehran,Platinum,Friend Referral,2024-02-18,2024-06-01,10,257.49,4.6,0,اصلا راضی نبودم، محصول آسیب دیده رسید,0
CUST00080,14.0,Female,70828.0,Shiraz,Bronze,Google Ads,2022-08-29,2024-01-22,4,24.23,3.0,0,,1
CUST00081,35.0,Male,37089.0,Kerman,Silver,Google Ads,2020-01-21,2022-07-12,11,679.06,3.5,0,,0
CUST00082,42.0,Male,18669.0,Ahvaz,Bronze,,2024-02-22,2024-09-26,9,364.94,4.2,1,عالی بود، حتما دوباره خرید میکنم,0
CUST00083,56.0,Female,,Kerman,Bronze,Instagram,2020-07-24,2023-12-21,11,480.43,4.4,0,پشتیبانی ضعیف بود اما محصول خوب بود,0
CUST00084,32.0,Female,14523.0,Shiraz,Silver,Direct,2019-09-21,2020-08-16,4,29.5,5.0,0,قیمت مناسب و کیفیت خوب، پیشنهاد میکنم,0
CUST00085,28.0,Female,24355.0,Tehran,Platinum,,2021-05-18,2023-01-24,7,45.7,3.7,0,اصلا راضی نبودم، محصول آسیب دیده رسید,1
CUST00086,32.0,Female,32811.0,Tehran,Silver,Instagram,2019-04-29,2020-06-05,7,243.09,3.5,1,اصلا راضی نبودم، محصول آسیب دیده رسید,1
CUST00087,49.0,Male,81441.0,Isfahan,Gold,Telegram,2019-10-06,2021-02-24,12,1002.85,3.7,0,عالی بود، حتما دوباره خرید میکنم,0
CUST00088,42.0,Female,58656.0,Karaj,Silver,Google Ads,2022-08-30,2023-01-03,7,494.97,5.0,0,بسته بندی بد بود ولی محصول سالم بود,0
CUST00089,32.0,Male,21952.0,Rasht,Bronze,Instagram,2022-06-19,2023-03-10,14,845.16,5.0,0,خیلی راضی بودم از خرید، کیفیت عالی بود,0
CUST00090,44.0,Male,46407.0,Isfahan,Bronze,Friend Referral,2019-09-06,2024-06-06,7,712.15,4.0,0,قیمت مناسب و کیفیت خوب، پیشنهاد میکنم,1
CUST00091,39.0,Male,97824.0,Shiraz,Silver,Email Campaign,2020-05-03,2023-03-07,3,80.75,5.0,0,قیمت مناسب و کیفیت خوب، پیشنهاد میکنم,0
CUST00092,50.0,Male,111787.0,Mashhad,Platinum,Instagram,2020-01-22,2020-09-03,9,566.75,3.7,1,اصلا راضی نبودم، محصول آسیب دیده رسید,1
CUST00093,30.0,Male,30072.0,Mashhad,Gold,Telegram,2020-08-14,2023-04-24,13,124.86,4.8,0,عالی بود، حتما دوباره خرید میکنم,0
CUST00094,34.0,Male,64536.0,Tehran,Bronze,Friend Referral,2021-09-10,2024-01-22,6,1032.06,3.1,0,قیمت مناسب و کیفیت خوب، پیشنهاد میکنم,0
CUST00095,33.0,Male,83615.0,Tehran,Bronze,Email Campaign,2021-01-13,2024-02-15,5,115.43,4.3,0,کیفیت متوسط بود ولی ارسال سریع بود,0
CUST00096,20.0,Male,14702.0,Tehran,Bronze,Instagram,2022-07-02,2024-07-15,6,357.39,4.8,1,قیمت مناسب و کیفیت خوب، پیشنهاد میکنم,0
CUST00097,42.0,Female,26704.0,Tehran,Platinum,Telegram,2023-11-15,2024-09-28,5,634.46,3.9,0,اصلا راضی نبودم، محصول آسیب دیده رسید,0
CUST00098,41.0,Male,137587.0,Tehran,Gold,Telegram,2023-12-14,2024-07-19,5,159.93,4.5,1,اصلا راضی نبودم، محصول آسیب دیده رسید,0
CUST00099,38.0,Male,30314.0,Tehran,Gold,Telegram,2023-12-15,2024-09-16,6,351.28,3.7,1,خیلی راضی بودم از خرید، کیفیت عالی بود,0
CUST00100,35.0,Female,6264.0,Ahvaz,Bronze,Email Campaign,2022-01-12,2024-02-23,15,741.98,4.3,0,خیلی راضی بودم از خرید، کیفیت عالی بود,0
CUST00101,21.0,Female,33773.0,Isfahan,Silver,Email Campaign,2019-11-15,2023-08-10,7,215.04,3.8,1,پشتیبانی ضعیف بود اما محصول خوب بود,0
CUST00102,33.0,Female,71309.0,Sanandaj,Silver,Instagram,2020-02-06,2021-05-02,9,230.29,4.7,0,پشتیبانی ضعیف بود اما محصول خوب بود,0
CUST00103,,Male,36458.0,Tehran,Bronze,Friend Referral,2021-08-09,2024-03-09,10,147.15,,0,پشتیبانی ضعیف بود اما محصول خوب بود,0
CUST00104,28.0,Female,,Mashhad,Silver,Google Ads,2021-06-06,2023-10-01,110,4181.17,3.4,1,,0
CUST00105,36.0,Male,63763.0,Mashhad,Bronze,Google Ads,2021-11-11,2024-08-23,7,165.4,5.0,1,بسته بندی بد بود ولی محصول سالم بود,0
CUST00106,43.0,Male,29350.0,Tehran,Bronze,Friend Referral,2024-05-23,2024-12-26,9,200.69,2.4,1,عالی بود، حتما دوباره خرید میکنم,0
CUST00107,61.0,Male,26592.0,Kerman,Gold,Google Ads,2020-02-06,2023-06-03,6,396.15,3.7,0,اصلا راضی نبودم، محصول آسیب دیده رسید,0
CUST00108,40.0,Female,39818.0,Tehran,Gold,Friend Referral,2021-05-30,2023-10-30,7,328.93,4.0,1,کیفیت متوسط بود ولی ارسال سریع بود,0
CUST00109,41.0,Male,40403.0,Zahedan,Silver,,2021-06-25,2022-08-17,9,786.79,4.3,1,کیفیت متوسط بود ولی ارسال سریع بود,0
CUST00110,37.0,Male,37513.0,Urmia,Silver,Instagram,2020-11-20,2023-04-03,7,213.12,3.8,0,قیمت مناسب و کیفیت خوب، پیشنهاد میکنم,0
CUST00111,15.0,Male,38449.0,Tabriz,Bronze,Email Campaign,2021-05-09,2023-07-06,5,79.44,3.3,1,عالی بود، حتما دوباره خرید میکنم,0
CUST00112,38.0,Female,23176.0,Tabriz,Gold,Friend Referral,2022-10-01,2024-02-07,9,600.87,5.0,1,,0
CUST00113,39.0,Female,56964.0,Qom,Gold,Telegram,2022-05-26,2022-07-03,5,346.04,,0,قیمت مناسب و کیفیت خوب، پیشنهاد میکنم,1
CUST00114,68.0,Male,52028.0,Mashhad,Gold,Email Campaign,2022-01-17,2022-06-27,8,425.39,,1,پشتیبانی ضعیف بود اما محصول خوب بود,1
CUST00115,36.0,Female,16291.0,Qom,Gold,Google Ads,2022-05-03,2022-08-31,5,108.9,2.8,1,قیمت مناسب و کیفیت خوب، پیشنهاد میکنم,0
CUST00116,42.0,Female,28753.0,Tehran,Bronze,Friend Referral,2022-02-23,2023-03-28,12,530.06,,1,بسته بندی بد بود ولی محصول سالم بود,0
CUST00117,,Female,38401.0,Tehran,Bronze,Friend Referral,2024-03-13,2024-11-29,6,91.3,4.2,0,عالی بود، حتما دوباره خرید میکنم,0
CUST00118,24.0,Male,26355.0,Shiraz,Silver,Google Ads,2023-05-26,2024-12-06,9,209.99,3.6,0,,0
CUST00119,52.0,Female,53232.0,Tabriz,Bronze,Email Campaign,2023-02-04,2024-09-29,1,95.47,2.7,1,قیمت مناسب و کیفیت خوب، پیشنهاد میکنم,0
CUST00120,47.0,Male,34887.0,Urmia,Gold,Email Campaign,2021-05-24,2024-07-19,9,254.68,3.9,0,اصلا راضی نبودم، محصول آسیب دیده رسید,1
CUST00121,47.0,Female,40193.0,Tehran,Bronze,Instagram,2021-07-17,2023-01-07,8,644.75,4.6,1,خیلی راضی بودم از خرید، کیفیت عالی بود,0
CUST00122,27.0,Male,28555.0,Kerman,Bronze,Instagram,2019-12-02,2020-11-21,10,554.79,4.7,0,خیلی راضی بودم از خرید، کیفیت عالی بود,0
CUST00123,150.0,Male,10983.0,Tehran,Bronze,Friend Referral,2019-04-17,2021-02-04,10,1250.47,4.1,0,خیلی راضی بودم از خرید، کیفیت عالی بود,0
CUST00124,21.0,Male,10613.0,Mashhad,Platinum,Instagram,2021-05-17,2022-07-22,5,269.74,3.7,0,بسته بندی بد بود ولی محصول سالم بود,1
CUST00125,45.0,Female,51729.0,Isfahan,Bronze,Telegram,2022-04-01,2024-07-18,12,617.95,,1,خیلی راضی بودم از خرید، کیفیت عالی بود,0
CUST00126,64.0,Male,42623.0,Mashhad,Silver,Instagram,2022-12-28,2023-03-02,3,29.11,3.3,0,خیلی راضی بودم از خرید، کیفیت عالی بود,0
CUST00127,26.0,Female,47249.0,Tehran,Silver,Friend Referral,2023-05-16,2023-12-19,6,143.51,3.2,0,قیمت مناسب و کیفیت خوب، پیشنهاد میکنم,0
CUST00128,31.0,Male,39367.0,Shiraz,Bronze,Instagram,2020-02-22,2021-09-06,6,207.79,,0,قیمت مناسب و کیفیت خوب، پیشنهاد میکنم,1
CUST00129,39.0,Female,41305.0,Kerman,Silver,Google Ads,2020-09-11,2024-08-31,8,1264.22,5.0,0,عالی بود، حتما دوباره خرید میکنم,0
CUST00130,,Female,64953.0,Shiraz,Gold,Telegram,2021-09-22,2023-12-17,4,101.86,5.0,0,خیلی راضی بودم از خرید، کیفیت عالی بود,1
CUST00131,19.0,Female,47419.0,Shiraz,Silver,Friend Referral,2022-05-21,2024-11-26,8,129.58,3.2,1,بسته بندی بد بود ولی محصول سالم بود,0
CUST00132,39.0,Female,67815.0,Yazd,Gold,,2023-11-29,2024-02-10,7,81.66,3.8,1,کیفیت متوسط بود ولی ارسال سریع بود,0
CUST00133,25.0,Female,40250.0,Karaj,Bronze,Email Campaign,2022-08-16,2023-11-18,6,56.29,5.0,0,بسته بندی بد بود ولی محصول سالم بود,0
CUST00134,44.0,Male,30326.0,Shiraz,Bronze,Google Ads,2021-05-17,2023-04-27,5,808.49,3.6,0,قیمت مناسب و کیفیت خوب، پیشنهاد میکنم,1
CUST00135,27.0,Female,40803.0,Isfahan,Platinum,Instagram,2022-10-22,2023-05-01,12,583.67,5.0,0,پشتیبانی ضعیف بود اما محصول خوب بود,0
CUST00136,57.0,Male,21989.0,Urmia,Bronze,Email Campaign,2023-01-02,2023-07-09,14,254.77,4.8,0,کیفیت متوسط بود ولی ارسال سریع بود,0
CUST00137,29.0,Female,28914.0,Tabriz,Silver,Email Campaign,2020-05-26,2020-06-06,10,1036.75,4.9,1,پشتیبانی ضعیف بود اما محصول خوب بود,0
CUST00138,34.0,Female,40398.0,Tehran,Gold,Email Campaign,2021-02-07,2021-10-03,7,952.74,,0,,0
CUST00139,48.0,Male,40078.0,Isfahan,Bronze,Instagram,2023-10-30,2024-10-23,3,56.92,3.8,0,خیلی راضی بودم از خرید، کیفیت عالی بود,0
CUST00140,23.0,Male,34069.0,Kerman,Gold,,2023-05-17,2024-12-29,4,118.09,3.5,0,خیلی راضی بودم از خرید، کیفیت عالی بود,0
CUST00141,41.0,Male,15789.0,Tehran,Bronze,Google Ads,2024-04-03,2024-12-28,14,1300.01,4.7,0,بسته بندی بد بود ولی محصول سالم بود,0
CUST00142,,Female,53202.0,Bandar Abbas,Bronze,Direct,2023-07-27,2023-09-12,6,419.2,3.0,0,قیمت مناسب و کیفیت خوب، پیشنهاد میکنم,0
CUST00143,19.0,Female,59906.0,Tehran,Bronze,Email Campaign,2019-04-09,2023-07-27,10,372.45,,0,بسته بندی بد بود ولی محصول سالم بود,0
CUST00144,40.0,Female,97364.0,Rasht,Gold,Google Ads,2020-09-17,2023-11-03,10,945.88,5.0,0,,0
CUST00145,41.0,Female,47338.0,Mashhad,Bronze,Email Campaign,2021-03-26,2022-10-23,10,93.17,4.5,0,اصلا راضی نبودم، محصول آسیب دیده رسید,0
CUST00146,47.0,Female,36347.0,Shiraz,Gold,Google Ads,2020-12-03,2021-10-13,9,139.74,4.8,0,خیلی راضی بودم از خرید، کیفیت عالی بود,1
CUST00147,23.0,Male,19775.0,Urmia,Platinum,,2020-10-10,2022-11-02,9,204.87,2.9,1,بسته بندی بد بود ولی محصول سالم بود,0
CUST00148,22.0,Male,88895.0,Mashhad,Silver,Google Ads,2020-02-27,2023-01-21,5,102.24,3.4,0,قیمت مناسب و کیفیت خوب، پیشنهاد میکنم,1
CUST00149,44.0,Female,42138.0,Tabriz,Silver,,2020-12-09,2023-06-11,8,33.56,,1,کیفیت متوسط بود ولی ارسال سریع بود,0
CUST00150,42.0,Female,40783.0,Tehran,Silver,Instagram,2020-12-06,2022-12-30,6,186.31,4.2,1,پشتیبانی ضعیف بود اما محصول خوب بود,1
CUST00151,-5.0,Female,31181.0,Tehran,Bronze,Direct,2022-10-10,2024-04-15,10,630.5,,0,خیلی راضی بودم از خرید، کیفیت عالی بود,0
CUST00152,42.0,Male,30008.0,Tehran,Silver,Friend Referral,2023-03-18,2024-10-18,11,844.97,4.5,1,عالی بود، حتما دوباره خرید میکنم,1
CUST00153,30.0,Male,54883.0,Qom,Silver,Friend Referral,2022-07-11,2023-08-17,9,653.99,3.7,0,خیلی راضی بودم از خرید، کیفیت عالی بود,1
CUST00154,41.0,Male,19676.0,Tehran,Platinum,Google Ads,2020-07-05,2023-08-09,8,709.4,5.0,0,کیفیت متوسط بود ولی ارسال سریع بود,0
CUST00155,42.0,Male,96303.0,Tehran,Platinum,Direct,2020-07-06,2020-08-13,9,521.64,4.5,0,خیلی راضی بودم از خرید، کیفیت عالی بود,1
CUST00156,29.0,Male,84501.0,Mashhad,Gold,Instagram,2019-10-13,2021-05-15,5,134.02,3.5,1,خیلی راضی بودم از خرید، کیفیت عالی بود,1
CUST00157,60.0,Female,29365.0,Qom,Gold,Telegram,2023-10-27,2024-04-23,12,84.67,4.7,0,قیمت مناسب و کیفیت خوب، پیشنهاد میکنم,0
CUST00158,,Male,21627.0,Karaj,Silver,Google Ads,2019-05-20,2020-11-17,5,34.26,5.0,0,پشتیبانی ضعیف بود اما محصول خوب بود,0
CUST00159,24.0,Female,10839.0,Tehran,Silver,,2019-04-09,2022-06-01,10,462.37,,0,,0
CUST00160,46.0,Male,,Tehran,Gold,Instagram,2023-03-05,2023-05-06,9,173.08,3.6,0,پشتیبانی ضعیف بود اما محصول خوب بود,0
CUST00161,26.0,Female,56272.0,Zahedan,Bronze,Instagram,2024-01-12,2024-12-08,14,622.73,4.1,0,اصلا راضی نبودم، محصول آسیب دیده رسید,0
CUST00162,47.0,Male,43880.0,Isfahan,Platinum,Google Ads,2020-07-31,2023-08-10,11,154.54,3.7,1,قیمت مناسب و کیفیت خوب، پیشنهاد میکنم,0
CUST00163,52.0,Male,48834.0,Yazd,Silver,Friend Referral,2023-10-13,2024-08-14,10,1008.57,3.9,0,بسته بندی بد بود ولی محصول سالم بود,0
CUST00164,28.0,Male,12000.0,Yazd,Silver,Google Ads,2022-10-06,2023-07-31,14,447.88,3.1,0,اصلا راضی نبودم، محصول آسیب دیده رسید,0
CUST00165,50.0,Other,28639.0,Rasht,Gold,Friend Referral,2022-03-19,2022-04-21,10,341.17,4.7,0,کیفیت متوسط بود ولی ارسال سریع بود,0
